text_id,category,sentence_id,sentence,token,lemma,pos,tag,dependency,head_token,is_alpha,is_stop
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",discovered,discover,VERB,VBD,ROOT,discovered,True,False
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",radium,radium,NOUN,NN,dobj,discovered,True,False
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",and,and,CCONJ,CC,cc,discovered,True,True
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",won,win,VERB,VBD,conj,discovered,True,False
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",the,the,DET,DT,det,Prize,True,True
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",Nobel,Nobel,PROPN,NNP,compound,Prize,True,False
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",Prize,Prize,PROPN,NNP,dobj,won,True,False
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",in,in,ADP,IN,prep,Prize,True,True
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",Chemistry,Chemistry,PROPN,NNP,pobj,in,True,False
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",in,in,ADP,IN,prep,won,True,True
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",1911,1911,NUM,CD,pobj,in,False,False
4,Science/Literature,1,"Marie Curie, born in Warsaw in 1867, discovered radium and won the Nobel Prize in Chemistry in 1911.",.,.,PUNCT,.,punct,discovered,False,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",In,in,ADP,IN,ROOT,In,True,True
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.","""","""",PUNCT,``,punct,Gatsby,False,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",The,the,DET,DT,det,Gatsby,True,True
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",Great,Great,PROPN,NNP,compound,Gatsby,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",Gatsby,Gatsby,PROPN,NNP,pobj,In,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",",",",",PUNCT,",",punct,parties,False,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.","""","""",PUNCT,'',punct,",",False,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",Jay,Jay,PROPN,NNP,compound,Gatsby,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",Gatsby,Gatsby,PROPN,NNP,compound,hosts,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",hosts,host,NOUN,NNS,nmod,parties,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",lavish,lavish,VERB,VBP,amod,parties,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",parties,party,NOUN,NNS,pobj,In,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",in,in,ADP,IN,prep,parties,True,True
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",West,West,PROPN,NNP,compound,Egg,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",Egg,Egg,PROPN,NNP,pobj,in,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",",",",",PUNCT,",",punct,Egg,False,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",New,New,PROPN,NNP,compound,York,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",York,York,PROPN,NNP,appos,Egg,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",",",",",PUNCT,",",punct,parties,False,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",reflecting,reflect,VERB,VBG,acl,parties,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",the,the,DET,DT,det,excesses,True,True
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",excesses,excess,NOUN,NNS,dobj,reflecting,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",of,of,ADP,IN,prep,excesses,True,True
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",the,the,DET,DT,det,Age,True,True
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",Jazz,Jazz,PROPN,NNP,compound,Age,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",Age,Age,PROPN,NNP,pobj,of,True,False
4,Science/Literature,2,"In ""The Great Gatsby,"" Jay Gatsby hosts lavish parties in West Egg, New York, reflecting the excesses of the Jazz Age.",.,.,PUNCT,.,punct,In,False,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,A,a,DET,DT,det,study,True,True
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,recent,recent,ADJ,JJ,amod,study,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,study,study,NOUN,NN,nmod,links,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,in,in,ADP,IN,prep,study,True,True
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,Nature,Nature,PROPN,NNP,compound,Journal,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,Journal,Journal,PROPN,NNP,pobj,in,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,links,link,NOUN,NNS,ROOT,links,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,sleep,sleep,NOUN,NN,compound,deprivation,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,deprivation,deprivation,NOUN,NN,dobj,links,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,to,to,PART,TO,prep,links,True,True
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,decreased,decrease,VERB,VBN,amod,performance,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,cognitive,cognitive,ADJ,JJ,amod,performance,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,performance,performance,NOUN,NN,pobj,to,True,False
4,Science/Literature,3,A recent study in Nature Journal links sleep deprivation to decreased cognitive performance.,.,.,PUNCT,.,punct,links,False,False
